Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
11333,0.1,0.06,0.04,0.1,0.07,0.01,0.06,0.01,0.03,0.07,0.02,0.02,0.01,0.04,0.01,0.02,0.29,0.01,0.02
11334,0.02,0.04,0.07,0.03,0.03,0.03,0.18,0.03,0.03,0.1,0.09,0.03,0.02,0.02,0.04,0.03,0.15,0.03,0.02
11335,0.1,0.01,0.07,0.05,0.01,0.01,0.06,0.01,0.01,0.03,0.01,0.04,0.05,0.03,0.06,0.09,0.27,0.05,0.01
11336,0.04,0.02,0.02,0.01,0.01,0.01,0.08,0.01,0.01,0.03,0.01,0.18,0.01,0.01,0.06,0.02,0.45,0.03,0.02
11337,0.08,0.18,0.11,0.01,0.01,0.01,0.06,0.01,0.01,0.03,0.02,0.07,0.01,0.01,0.06,0.04,0.25,0.01,0.02
11338,0.08,0.15,0.1,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.2,0.02,0.12
11339,0.01,0.06,0.02,0.06,0.01,0.02,0.17,0.04,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.05,0.4,0.02,0.04
11340,0.01,0.25,0.08,0.05,0.02,0.01,0.23,0.01,0.01,0.03,0.01,0.02,0.03,0.01,0.04,0.05,0.07,0.01,0.04
11341,0.08,0.07,0.05,0.04,0.02,0.02,0.09,0.02,0.02,0.05,0.02,0.06,0.03,0.02,0.03,0.03,0.27,0.02,0.04
11342,0.03,0.07,0.05,0.18,0.03,0.07,0.05,0.03,0.03,0.04,0.06,0.02,0.03,0.04,0.06,0.02,0.13,0.03,0.05
11343,0.01,0.54,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.06,0.22,0.01,0.02
11344,0.01,0.09,0.01,0.08,0.01,0.01,0.28,0.01,0.01,0.01,0.04,0.22,0.02,0.01,0.04,0.07,0.02,0.01,0.02
11345,0.05,0.11,0.09,0.08,0.01,0.01,0.19,0.01,0.01,0.01,0.03,0.03,0.01,0.04,0.04,0.01,0.23,0.01,0.02
11346,0.02,0.15,0.01,0.08,0.03,0.01,0.13,0.01,0.01,0.06,0.03,0.09,0.02,0.07,0.03,0.02,0.09,0.02,0.1
11347,0.18,0.09,0.04,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.06,0.44,0.01,0.01
11348,0.1,0.11,0.12,0.07,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.13
11349,0.05,0.03,0.12,0.12,0.02,0.02,0.15,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.05,0.03,0.14,0.04,0.06
11350,0.03,0.03,0.06,0.09,0.01,0.01,0.04,0.01,0.01,0.05,0.02,0.02,0.09,0.06,0.01,0.01,0.39,0.01,0.02
11351,0.02,0.15,0.09,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.24,0.02,0.15
11352,0.06,0.06,0.08,0.09,0.01,0.03,0.04,0.02,0.01,0.01,0.05,0.18,0.01,0.01,0.04,0.09,0.16,0.01,0.03
11353,0.02,0.15,0.06,0.06,0.05,0.02,0.03,0.03,0.02,0.06,0.09,0.02,0.03,0.06,0.06,0.02,0.2,0.02,0.02
11354,0.05,0.02,0.07,0.05,0.02,0.02,0.2,0.02,0.03,0.04,0.04,0.08,0.02,0.02,0.04,0.03,0.2,0.02,0.02
11355,0.08,0.21,0.05,0.01,0.01,0.01,0.07,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.07,0.01,0.31,0.01,0.03
11356,0.16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.12,0.03,0.03,0.19,0.03,0.06
11357,0.02,0.07,0.15,0.09,0.02,0.02,0.05,0.05,0.02,0.04,0.03,0.02,0.02,0.21,0.05,0.02,0.07,0.02,0.02
11358,0.01,0.04,0.01,0.06,0.01,0.01,0.4,0.01,0.03,0.01,0.02,0.02,0.05,0.01,0.02,0.17,0.02,0.01,0.08
11359,0.02,0.08,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.06,0.02,0.02,0.04,0.14,0.41,0.02,0.04
11360,0.04,0.08,0.05,0.04,0.01,0.01,0.14,0.01,0.01,0.02,0.01,0.06,0.02,0.01,0.04,0.06,0.33,0.01,0.04
11361,0.01,0.01,0.01,0.02,0.01,0.01,0.1,0.01,0.01,0.05,0.02,0.11,0.01,0.01,0.04,0.01,0.53,0.01,0.01
11362,0.01,0.04,0.05,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.74,0.01,0.02
11363,0.05,0.12,0.04,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.38,0.08,0.02
11364,0.03,0.07,0.03,0.03,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.06,0.09,0.03,0.03
11365,0.06,0.23,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.13,0.03,0.06,0.14,0.02,0.07,0.02,0.02
11366,0.04,0.23,0.08,0.03,0.03,0.03,0.06,0.03,0.03,0.04,0.08,0.08,0.03,0.03,0.05,0.03,0.04,0.03,0.06
11367,0.01,0.09,0.16,0.09,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.02,0.13,0.03,0.03,0.25,0.01,0.02
11368,0.09,0.02,0.04,0.02,0.02,0.01,0.11,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.38,0.01,0.11
11369,0.02,0.07,0.04,0.07,0.02,0.02,0.28,0.04,0.02,0.02,0.02,0.05,0.05,0.02,0.05,0.07,0.12,0.02,0.02
11370,0.05,0.02,0.1,0.04,0.02,0.02,0.13,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.37,0.02,0.02
11371,0.06,0.02,0.2,0.04,0.02,0.02,0.2,0.02,0.02,0.02,0.06,0.03,0.03,0.06,0.02,0.03,0.1,0.02,0.05
11372,0.03,0.19,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.12,0.03,0.02,0.11,0.03,0.11,0.02,0.12
11373,0.02,0.08,0.08,0.05,0.02,0.02,0.04,0.01,0.02,0.02,0.11,0.02,0.05,0.08,0.04,0.04,0.29,0.02,0.01
11374,0.03,0.12,0.04,0.03,0.03,0.02,0.05,0.02,0.02,0.02,0.02,0.04,0.07,0.13,0.23,0.03,0.05,0.02,0.02
11375,0.06,0.03,0.06,0.07,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.06,0.02,0.06,0.07,0.05,0.18,0.03,0.03
11376,0.13,0.18,0.09,0.04,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.06,0.02,0.02,0.01,0.27,0.01,0.01
11377,0.03,0.06,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.06,0.12,0.05,0.33,0.02,0.06
11378,0.04,0.07,0.07,0.02,0.01,0.01,0.04,0.02,0.01,0.03,0.01,0.02,0.02,0.04,0.17,0.03,0.23,0.02,0.13
11379,0.05,0.07,0.04,0.13,0.03,0.03,0.18,0.09,0.03,0.07,0.03,0.03,0.03,0.03,0.02,0.05,0.04,0.03,0.03
11380,0.26,0.1,0.11,0.04,0.02,0.01,0.1,0.05,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.14,0.01,0.06
11381,0.01,0.2,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.04,0.01,0.02,0.04,0.16,0.36,0.01,0.03
11382,0.04,0.02,0.05,0.01,0.01,0.01,0.33,0.01,0.01,0.04,0.01,0.02,0.01,0.02,0.06,0.02,0.3,0.01,0.03
11383,0.03,0.05,0.03,0.06,0.03,0.02,0.03,0.03,0.02,0.05,0.04,0.03,0.04,0.03,0.02,0.03,0.41,0.03,0.02
11384,0.05,0.09,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.04,0.03,0.08,0.04,0.02,0.09,0.01,0.26,0.01,0.02
11385,0.03,0.07,0.07,0.13,0.03,0.01,0.19,0.01,0.01,0.07,0.02,0.05,0.01,0.08,0.03,0.01,0.17,0.01,0.01
11386,0.02,0.25,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.09,0.02,0.35,0.02,0.02
11387,0.07,0.07,0.11,0.09,0.01,0.01,0.07,0.01,0.01,0.01,0.07,0.02,0.01,0.01,0.02,0.04,0.25,0.01,0.09
11388,0.03,0.03,0.02,0.08,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.03,0.11,0.02,0.07,0.02,0.32,0.02,0.04
11389,0.02,0.04,0.01,0.04,0.01,0.01,0.38,0.01,0.01,0.03,0.01,0.06,0.03,0.07,0.04,0.01,0.18,0.01,0.04
11390,0.03,0.04,0.03,0.14,0.01,0.01,0.12,0.02,0.01,0.01,0.04,0.02,0.02,0.08,0.06,0.02,0.31,0.01,0.02
11391,0.03,0.02,0.05,0.02,0.02,0.02,0.21,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.39,0.02,0.04
11392,0.08,0.02,0.03,0.08,0.02,0.05,0.03,0.02,0.03,0.05,0.02,0.09,0.03,0.06,0.02,0.02,0.17,0.03,0.15
11393,0.01,0.02,0.06,0.02,0.04,0.01,0.33,0.01,0.01,0.01,0.02,0.11,0.07,0.03,0.03,0.01,0.19,0.01,0.01
11394,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.01,0.01,0.07,0.01,0.03,0.01,0.09,0.01,0.01,0.62,0.01,0.02
11395,0.16,0.01,0.07,0.06,0.02,0.01,0.05,0.01,0.01,0.03,0.03,0.05,0.03,0.01,0.02,0.01,0.37,0.02,0.03
11396,0.01,0.08,0.04,0.01,0.01,0.01,0.08,0.02,0.04,0.01,0.03,0.07,0.04,0.01,0.02,0.01,0.43,0.04,0.02
11397,0.1,0.02,0.13,0.05,0.01,0.01,0.19,0.04,0.01,0.02,0.01,0.04,0.03,0.01,0.01,0.03,0.27,0.01,0.01
11398,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.77,0.01,0.04
11399,0.05,0.03,0.03,0.02,0.02,0.02,0.14,0.05,0.02,0.03,0.04,0.06,0.03,0.06,0.02,0.04,0.25,0.02,0.06
11400,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01
11401,0.01,0.37,0.02,0.03,0.01,0.01,0.06,0.01,0.01,0.04,0.01,0.04,0.05,0.06,0.08,0.07,0.1,0.01,0.01
11402,0.01,0.05,0.02,0.02,0.0,0.01,0.23,0.0,0.0,0.04,0.01,0.03,0.01,0.02,0.02,0.39,0.14,0.01,0.01
11403,0.03,0.05,0.03,0.06,0.05,0.02,0.14,0.05,0.02,0.02,0.02,0.03,0.08,0.06,0.06,0.02,0.07,0.02,0.14
11404,0.02,0.07,0.06,0.15,0.02,0.02,0.12,0.02,0.02,0.06,0.02,0.03,0.02,0.02,0.02,0.06,0.24,0.02,0.02
11405,0.02,0.39,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.06,0.04,0.05,0.02,0.01,0.24,0.01,0.01
11406,0.02,0.09,0.02,0.08,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.42,0.02,0.04
11407,0.05,0.03,0.08,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.06,0.02,0.14,0.23,0.05,0.08
11408,0.1,0.18,0.03,0.03,0.05,0.03,0.03,0.06,0.03,0.04,0.03,0.05,0.05,0.03,0.09,0.03,0.09,0.04,0.03
11409,0.03,0.26,0.05,0.15,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.06,0.12,0.02,0.04,0.02,0.03
11410,0.05,0.05,0.05,0.03,0.02,0.02,0.2,0.02,0.02,0.02,0.23,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.04
11411,0.01,0.02,0.16,0.07,0.01,0.02,0.15,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.36,0.02,0.01
11412,0.06,0.01,0.02,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.07,0.05,0.01,0.08,0.04,0.49,0.01,0.03
11413,0.07,0.04,0.06,0.01,0.01,0.02,0.03,0.01,0.01,0.03,0.01,0.02,0.01,0.06,0.02,0.05,0.5,0.02,0.02
11414,0.02,0.15,0.21,0.03,0.03,0.01,0.03,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.02,0.31,0.02,0.03
11415,0.08,0.06,0.16,0.07,0.01,0.01,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.31,0.03,0.07
11416,0.01,0.15,0.01,0.05,0.01,0.01,0.06,0.01,0.02,0.01,0.04,0.02,0.02,0.15,0.03,0.04,0.34,0.01,0.02
11417,0.02,0.1,0.06,0.03,0.01,0.01,0.39,0.02,0.01,0.04,0.01,0.02,0.02,0.04,0.03,0.03,0.11,0.01,0.02
11418,0.03,0.1,0.06,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.15,0.04,0.16,0.01,0.07
11419,0.01,0.07,0.1,0.01,0.01,0.01,0.09,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.2,0.02,0.34,0.01,0.04
11420,0.22,0.01,0.05,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.05,0.01,0.46,0.01,0.07
11421,0.11,0.02,0.17,0.04,0.02,0.02,0.15,0.02,0.02,0.08,0.06,0.04,0.02,0.02,0.02,0.02,0.14,0.02,0.04
11422,0.16,0.01,0.05,0.04,0.01,0.01,0.14,0.0,0.0,0.04,0.01,0.03,0.03,0.03,0.0,0.06,0.33,0.0,0.03
11423,0.02,0.31,0.02,0.04,0.02,0.01,0.06,0.01,0.01,0.02,0.02,0.05,0.02,0.03,0.13,0.02,0.18,0.02,0.02
11424,0.03,0.13,0.09,0.03,0.03,0.03,0.12,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.1,0.11,0.03,0.03
11425,0.03,0.03,0.13,0.03,0.03,0.03,0.04,0.03,0.03,0.07,0.03,0.06,0.04,0.04,0.24,0.03,0.03,0.03,0.03
11426,0.04,0.06,0.05,0.09,0.01,0.02,0.07,0.01,0.02,0.03,0.01,0.02,0.01,0.07,0.05,0.02,0.35,0.01,0.04
11427,0.11,0.04,0.02,0.02,0.03,0.02,0.09,0.02,0.02,0.02,0.02,0.11,0.06,0.22,0.02,0.03,0.07,0.03,0.02
11428,0.02,0.26,0.04,0.05,0.01,0.03,0.03,0.01,0.01,0.04,0.04,0.08,0.02,0.14,0.1,0.03,0.04,0.01,0.04
11429,0.02,0.08,0.02,0.05,0.01,0.01,0.07,0.01,0.01,0.02,0.01,0.01,0.04,0.22,0.08,0.01,0.32,0.01,0.01
11430,0.02,0.03,0.02,0.02,0.02,0.02,0.21,0.02,0.02,0.02,0.02,0.13,0.11,0.05,0.09,0.05,0.09,0.02,0.04
11431,0.05,0.04,0.05,0.09,0.04,0.04,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.05
11432,0.08,0.02,0.04,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.13,0.18,0.06,0.19,0.02,0.02
11433,0.06,0.05,0.08,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.02,0.03,0.39,0.02,0.02
11434,0.15,0.04,0.07,0.06,0.03,0.03,0.05,0.03,0.07,0.04,0.03,0.06,0.09,0.04,0.04,0.04,0.05,0.04,0.03
11435,0.18,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.04,0.04,0.03,0.07,0.03,0.04,0.03,0.03,0.13,0.04,0.05
11436,0.09,0.06,0.03,0.14,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.18,0.03,0.03,0.03,0.03
11437,0.01,0.31,0.05,0.02,0.01,0.01,0.04,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.05,0.01,0.3,0.01,0.01
11438,0.09,0.07,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.37,0.03,0.04
11439,0.09,0.03,0.04,0.15,0.02,0.02,0.03,0.06,0.02,0.02,0.02,0.14,0.04,0.02,0.03,0.02,0.15,0.03,0.06
11440,0.12,0.02,0.09,0.08,0.01,0.01,0.22,0.01,0.01,0.02,0.03,0.04,0.04,0.02,0.05,0.03,0.16,0.01,0.01
11441,0.03,0.09,0.08,0.09,0.03,0.03,0.08,0.03,0.03,0.03,0.09,0.03,0.03,0.1,0.06,0.03,0.1,0.03,0.03
11442,0.03,0.1,0.04,0.02,0.05,0.02,0.03,0.02,0.02,0.05,0.02,0.09,0.02,0.02,0.02,0.03,0.35,0.02,0.04
11443,0.07,0.26,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.07,0.02,0.17,0.03,0.09,0.02,0.02
11444,0.04,0.07,0.04,0.06,0.02,0.02,0.07,0.02,0.02,0.02,0.03,0.11,0.03,0.11,0.03,0.04,0.22,0.02,0.06
11445,0.03,0.07,0.07,0.01,0.01,0.01,0.05,0.01,0.01,0.1,0.01,0.03,0.02,0.03,0.04,0.02,0.42,0.01,0.03
11446,0.03,0.02,0.08,0.3,0.06,0.02,0.03,0.02,0.02,0.04,0.02,0.04,0.02,0.07,0.06,0.03,0.08,0.02,0.04
11447,0.08,0.19,0.06,0.01,0.06,0.01,0.03,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.07,0.02,0.28,0.02,0.05
11448,0.1,0.04,0.13,0.04,0.03,0.07,0.03,0.03,0.07,0.06,0.03,0.08,0.04,0.03,0.04,0.03,0.06,0.03,0.04
11449,0.25,0.02,0.17,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.04,0.01,0.02,0.03,0.03,0.29,0.01,0.01
11450,0.07,0.02,0.06,0.07,0.02,0.02,0.3,0.02,0.02,0.04,0.02,0.03,0.03,0.02,0.07,0.02,0.14,0.02,0.05
11451,0.04,0.07,0.06,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.05,0.07,0.04,0.04,0.04,0.04
11452,0.04,0.02,0.03,0.19,0.01,0.01,0.16,0.02,0.01,0.02,0.01,0.08,0.04,0.08,0.15,0.01,0.1,0.01,0.02
11453,0.11,0.21,0.02,0.01,0.01,0.01,0.07,0.03,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.35,0.01,0.06
11454,0.11,0.04,0.07,0.17,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.03
11455,0.02,0.28,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.13,0.14,0.02,0.07,0.02,0.02
11456,0.16,0.01,0.13,0.02,0.01,0.01,0.07,0.01,0.01,0.05,0.01,0.02,0.05,0.03,0.07,0.01,0.25,0.01,0.01
11457,0.03,0.12,0.06,0.03,0.03,0.03,0.06,0.09,0.04,0.03,0.03,0.05,0.03,0.03,0.19,0.03,0.03,0.07,0.03
11458,0.24,0.03,0.02,0.02,0.02,0.05,0.08,0.02,0.02,0.02,0.02,0.06,0.04,0.02,0.04,0.05,0.22,0.02,0.02
11459,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.07,0.01,0.03,0.01,0.09,0.02,0.01,0.63,0.01,0.02
11460,0.19,0.02,0.05,0.04,0.02,0.02,0.16,0.02,0.02,0.02,0.02,0.06,0.09,0.02,0.04,0.03,0.15,0.02,0.02
11461,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01
11462,0.11,0.23,0.07,0.07,0.01,0.01,0.08,0.01,0.01,0.02,0.01,0.14,0.02,0.05,0.04,0.02,0.04,0.01,0.04
11463,0.03,0.07,0.09,0.04,0.02,0.02,0.04,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.35,0.02,0.07,0.02,0.02
11464,0.04,0.02,0.12,0.28,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.18,0.02,0.06
11465,0.03,0.07,0.06,0.02,0.01,0.01,0.17,0.01,0.01,0.02,0.04,0.17,0.03,0.09,0.02,0.02,0.1,0.1,0.02
11466,0.05,0.02,0.03,0.23,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.06,0.06,0.24,0.02,0.03,0.02,0.02
11467,0.14,0.04,0.06,0.23,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.02,0.07,0.12,0.02,0.05,0.02,0.02
11468,0.19,0.02,0.01,0.02,0.01,0.01,0.14,0.01,0.01,0.03,0.01,0.16,0.01,0.02,0.05,0.04,0.19,0.01,0.04
11469,0.06,0.03,0.07,0.25,0.03,0.05,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.04,0.04,0.03,0.03
11470,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
11471,0.02,0.22,0.05,0.21,0.01,0.01,0.04,0.01,0.02,0.01,0.01,0.17,0.01,0.02,0.02,0.02,0.13,0.01,0.02
11472,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05
11473,0.05,0.05,0.06,0.05,0.05,0.04,0.05,0.09,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05
11474,0.05,0.04,0.14,0.05,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.07
11475,0.15,0.09,0.07,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.15,0.03,0.05,0.03,0.03,0.03,0.03,0.09
11476,0.02,0.25,0.03,0.02,0.02,0.02,0.08,0.07,0.02,0.02,0.02,0.11,0.02,0.14,0.02,0.03,0.05,0.02,0.02
11477,0.09,0.07,0.07,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.11,0.04,0.07,0.18,0.03,0.03,0.03,0.03
11478,0.03,0.09,0.03,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.06,0.15,0.02,0.15,0.03,0.09,0.06,0.03,0.02
11479,0.03,0.15,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.04,0.1,0.21,0.03,0.03,0.03,0.03
11480,0.04,0.07,0.04,0.03,0.07,0.03,0.05,0.09,0.04,0.03,0.03,0.13,0.03,0.07,0.03,0.03,0.03,0.03,0.11
11481,0.03,0.14,0.07,0.03,0.03,0.03,0.16,0.06,0.03,0.03,0.03,0.04,0.03,0.03,0.09,0.06,0.06,0.03,0.03
11482,0.04,0.17,0.04,0.03,0.02,0.02,0.1,0.02,0.03,0.03,0.05,0.14,0.02,0.06,0.09,0.07,0.02,0.02,0.03
11483,0.04,0.11,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.08,0.13,0.04,0.05,0.04,0.04
11484,0.01,0.21,0.01,0.06,0.02,0.01,0.2,0.01,0.01,0.02,0.02,0.18,0.09,0.07,0.03,0.01,0.03,0.01,0.03
11485,0.03,0.04,0.03,0.02,0.03,0.09,0.13,0.03,0.03,0.03,0.03,0.13,0.06,0.02,0.05,0.17,0.03,0.03,0.02
11486,0.03,0.11,0.05,0.05,0.06,0.01,0.21,0.01,0.01,0.02,0.01,0.28,0.01,0.03,0.03,0.03,0.02,0.01,0.01
11487,0.02,0.19,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.05,0.1,0.17,0.03,0.08,0.09,0.02,0.03,0.02,0.02
11488,0.01,0.69,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.04,0.01,0.01,0.01,0.03
11489,0.02,0.13,0.02,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.33,0.01,0.06,0.02,0.04,0.22,0.01,0.02
11490,0.03,0.18,0.03,0.17,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.07,0.04,0.03,0.06,0.03,0.04,0.03,0.06
11491,0.01,0.4,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.06,0.11,0.03,0.09,0.01,0.02,0.01,0.01
11492,0.02,0.15,0.11,0.01,0.03,0.03,0.08,0.01,0.02,0.04,0.01,0.29,0.01,0.03,0.05,0.02,0.02,0.01,0.05
11493,0.01,0.39,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.02,0.01,0.16,0.01,0.04,0.02,0.03,0.1,0.01,0.03
11494,0.12,0.1,0.11,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.37,0.03,0.01,0.07,0.01,0.06,0.01,0.04
11495,0.02,0.11,0.06,0.1,0.02,0.02,0.1,0.02,0.02,0.12,0.05,0.09,0.03,0.1,0.02,0.02,0.03,0.02,0.05
11496,0.01,0.07,0.03,0.07,0.01,0.01,0.1,0.01,0.01,0.18,0.02,0.15,0.01,0.07,0.12,0.04,0.02,0.01,0.07
11497,0.0,0.13,0.05,0.02,0.01,0.0,0.07,0.03,0.0,0.0,0.0,0.51,0.02,0.04,0.02,0.0,0.07,0.0,0.01
11498,0.02,0.04,0.07,0.01,0.02,0.01,0.34,0.01,0.01,0.01,0.01,0.26,0.07,0.02,0.02,0.01,0.01,0.01,0.03
11499,0.03,0.33,0.01,0.05,0.01,0.01,0.06,0.01,0.01,0.04,0.05,0.08,0.03,0.12,0.05,0.01,0.05,0.01,0.02
11500,0.02,0.08,0.03,0.06,0.01,0.01,0.25,0.04,0.01,0.05,0.01,0.13,0.01,0.13,0.03,0.03,0.07,0.01,0.02
11501,0.01,0.07,0.01,0.03,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.17,0.02,0.04,0.01,0.09,0.01,0.01,0.03
11502,0.03,0.03,0.11,0.03,0.03,0.03,0.19,0.06,0.03,0.03,0.03,0.15,0.03,0.05,0.05,0.03,0.03,0.03,0.04
11503,0.02,0.18,0.04,0.04,0.01,0.01,0.08,0.02,0.01,0.01,0.05,0.27,0.02,0.03,0.02,0.01,0.16,0.01,0.01
11504,0.01,0.02,0.02,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.04,0.28,0.18,0.02,0.04,0.02,0.04,0.12,0.02
11505,0.01,0.1,0.01,0.11,0.02,0.02,0.18,0.03,0.01,0.04,0.01,0.25,0.01,0.08,0.07,0.02,0.02,0.01,0.01
11506,0.06,0.03,0.37,0.03,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03
11507,0.0,0.28,0.0,0.03,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.19,0.01,0.09,0.04,0.01,0.28,0.0,0.0
